500000188	1000001	1
500000198	1000001	1
500000411	1000001	1
500001382	1000001	1
500001473	1000001	1
500002135	1000001	1
500003750	1000001	1
500003788	1000001	1
500004955	1000001	1
500004986	1000001	1
500007733	1000001	1
500008299	1000001	1
500009160	1000001	1
500011143	1000001	1
500011785	1000001	1
500013483	1000001	1
500016942	1000001	1
500017354	1000001	1
500017480	1000001	1
500017534	1000001	1
500019154	1000001	1
500020084	1000001	1
500020867	1000001	1
500021667	1000001	1
500021693	1000001	1
500022996	1000001	1
500025832	1000001	1
500028005	1000001	1
500028449	1000001	1
500028888	1000001	1
500029082	1000001	1
500030849	1000001	1
500033280	1000001	1
500039476	1000001	1
500040724	1000001	1
500041837	1000001	1
500046476	1000001	1
500047787	1000001	1
500048280	1000001	1
500049516	1000001	1
500051472	1000001	1
500051905	1000001	1
500052045	1000001	1
500052956	1000001	1
500054223	1000001	1
500054739	1000001	1
500054781	1000001	1
500055507	1000001	1
500057041	1000001	1
500057367	1000001	1
500058030	1000001	1
500058078	1000001	1
500058442	1000001	1
500058947	1000001	1
500060837	1000001	1
500061042	1000001	1
500061165	1000001	1
500063127	1000001	1
500065317	1000001	1
500065911	1000001	1
500066757	1000001	1
500068081	1000001	1
500069072	1000001	1
500071322	1000001	1
500074264	1000001	1
500074427	1000001	1
500074574	1000001	1
500075969	1000001	1
500079588	1000001	1
500084426	1000001	1
500085612	1000001	1
500087843	1000001	1
500089058	1000001	1
500094438	1000001	1
500097715	1000001	1
500100959	1000001	1
500101601	1000001	1
500102563	1000001	1
500104975	1000001	1
500105981	1000001	1
500107493	1000001	1
500108777	1000001	1
500110152	1000001	1
500111239	1000001	1
500111883	1000001	1
500112508	1000001	1
500116536	1000001	1
500116576	1000001	1
500116663	1000001	1
500116789	1000001	1
500119122	1000001	1
500121406	1000001	1
500122634	1000001	1
500122731	1000001	1
500125692	1000001	1
500126196	1000001	1
500126540	1000001	1
500126854	1000001	1
500128834	1000001	1
500131029	1000001	1
500131374	1000001	1
500131964	1000001	1
500132133	1000001	1
500133990	1000001	1
500134119	1000001	1
500135905	1000001	1
500136314	1000001	1
500137933	1000001	1
500138366	1000001	1
500145319	1000001	1
500145728	1000001	1
500149759	1000001	1
500150304	1000001	1
500151293	1000001	1
500152043	1000001	1
500155273	1000001	1
500155820	1000001	1
500156063	1000001	1
500156914	1000001	1
500157273	1000001	1
500157621	1000001	1
500158001	1000001	1
500158168	1000001	1
500158824	1000001	1
500160219	1000001	1
500161802	1000001	1
500162788	1000001	1
500163088	1000001	1
500164211	1000001	1
500165919	1000001	1
500166078	1000001	1
500168633	1000001	1
500172055	1000001	1
500172244	1000001	1
500172297	1000001	1
500175779	1000001	1
500176032	1000001	1
500177072	1000001	1
500178822	1000001	1
500180368	1000001	1
500180842	1000001	1
500183022	1000001	1
500183089	1000001	1
500183270	1000001	1
500185401	1000001	1
500187148	1000001	1
500196523	1000001	1
500197529	1000001	1
500198317	1000001	1
500198933	1000001	1
500201508	1000001	1
500205568	1000001	1
500206238	1000001	1
500206900	1000001	1
500207835	1000001	1
500210376	1000001	1
500213200	1000001	1
500214874	1000001	1
500215753	1000001	1
500217265	1000001	1
500220442	1000001	1
500220842	1000001	1
500222375	1000001	1
500225224	1000001	1
500225284	1000001	1
500227297	1000001	1
500228079	1000001	1
500228906	1000001	1
500230148	1000001	1
500232486	1000001	1
500233465	1000001	1
500236394	1000001	1
500238171	1000001	1
500239296	1000001	1
500242025	1000001	1
500242885	1000001	1
500243105	1000001	1
500243940	1000001	1
500244253	1000001	1
500245066	1000001	1
500248025	1000001	1
500255343	1000001	1
500256142	1000001	1
500256223	1000001	1
500256656	1000001	1
500258199	1000001	1
500258694	1000001	1
500259210	1000001	1
500259217	1000001	1
500260181	1000001	1
500260378	1000001	1
500261933	1000001	1
500262891	1000001	1
500263431	1000001	1
500263592	1000001	1
500264966	1000001	1
500265180	1000001	1
500269092	1000001	1
500269191	1000001	1
500269269	1000001	1
500272394	1000001	1
500275191	1000001	1
500275362	1000001	1
500275671	1000001	1
500276097	1000001	1
500277903	1000001	1
500278403	1000001	1
500281614	1000001	1
500281822	1000001	1
500283434	1000001	1
500284178	1000001	1
500285949	1000001	1
500290755	1000001	1
500291500	1000001	1
500292103	1000001	1
500295910	1000001	1
500296072	1000001	1
500296638	1000001	1
500296781	1000001	1
500296875	1000001	1
500299481	1000001	1
500301232	1000001	1
500303071	1000001	1
500305799	1000001	1
500307701	1000001	1
500310766	1000001	1
500311246	1000001	1
500312717	1000001	1
500314444	1000001	1
500316016	1000001	1
500316686	1000001	1
500316748	1000001	1
500318182	1000001	1
500318737	1000001	1
500319261	1000001	1
500320334	1000001	1
500320817	1000001	1
500321864	1000001	1
500324099	1000001	1
500324659	1000001	1
500327959	1000001	1
500329094	1000001	1
500333696	1000001	1
500333758	1000001	1
500334329	1000001	1
500335412	1000001	1
500336059	1000001	1
500336969	1000001	1
500339407	1000001	1
500340973	1000001	1
500341724	1000001	1
500342393	1000001	1
500343580	1000001	1
500344561	1000001	1
500344741	1000001	1
500345746	1000001	1
500345762	1000001	1
500345952	1000001	1
500347611	1000001	1
500347906	1000001	1
500349377	1000001	1
500349659	1000001	1
500349747	1000001	1
500349768	1000001	1
500352886	1000001	1
500354256	1000001	1
500354774	1000001	1
500354804	1000001	1
500354830	1000001	1
500355244	1000001	1
500355395	1000001	1
500355609	1000001	1
500357219	1000001	1
500357450	1000001	1
500358339	1000001	1
500359685	1000001	1
500359694	1000001	1
500360774	1000001	1
500360983	1000001	1
500361711	1000001	1
500363883	1000001	1
500363889	1000001	1
500364198	1000001	1
500364205	1000001	1
500364311	1000001	1
500364371	1000001	1
500365991	1000001	1
500367505	1000001	1
500369410	1000001	1
500369491	1000001	1
500370876	1000001	1
500371100	1000001	1
500373409	1000001	1
500374968	1000001	1
500375216	1000001	1
500379001	1000001	1
500379880	1000001	1
500382699	1000001	1
500383337	1000001	1
500383968	1000001	1
500384825	1000001	1
500389564	1000001	1
500389845	1000001	1
500390262	1000001	1
500390490	1000001	1
500392319	1000001	1
500393810	1000001	1
500394456	1000001	1
500395821	1000001	1
500396911	1000001	1
500399068	1000001	1
500401715	1000001	1
500402279	1000001	1
500403211	1000001	1
500404434	1000001	1
500404608	1000001	1
500406104	1000001	1
500406490	1000001	1
500406733	1000001	1
500406791	1000001	1
500408701	1000001	1
500410601	1000001	1
500412861	1000001	1
500412869	1000001	1
500413713	1000001	1
500413970	1000001	1
500415095	1000001	1
500415246	1000001	1
500415409	1000001	1
500415619	1000001	1
500416251	1000001	1
500416962	1000001	1
500419922	1000001	1
500420325	1000001	1
500421158	1000001	1
500422020	1000001	1
500423809	1000001	1
500423942	1000001	1
500424812	1000001	1
500424905	1000001	1
500425868	1000001	1
500426407	1000001	1
500429038	1000001	1
500430791	1000001	1
500430793	1000001	1
500431502	1000001	1
500434349	1000001	1
500435190	1000001	1
500436119	1000001	1
500436904	1000001	1
500437519	1000001	1
500438251	1000001	1
500438430	1000001	1
500439979	1000001	1
500440136	1000001	1
500440423	1000001	1
500440633	1000001	1
500441501	1000001	1
500441792	1000001	1
500443174	1000001	1
500443277	1000001	1
500443424	1000001	1
500443427	1000001	1
500445769	1000001	1
500448420	1000001	1
500448621	1000001	1
500448635	1000001	1
500448763	1000001	1
500449110	1000001	1
500449124	1000001	1
500449485	1000001	1
500449512	1000001	1
500450488	1000001	1
500450547	1000001	1
500450891	1000001	1
500451080	1000001	1
500451303	1000001	1
500452463	1000001	1
500453317	1000001	1
500453464	1000001	1
500454693	1000001	1
500456208	1000001	1
500456336	1000001	1
500456690	1000001	1
500456978	1000001	1
500457151	1000001	1
500457607	1000001	1
500458418	1000001	1
500458448	1000001	1
500458554	1000001	1
500459126	1000001	1
500459359	1000001	1
500459652	1000001	1
500459799	1000001	1
500459990	1000001	1
500459994	1000001	1
500460126	1000001	1
500460569	1000001	1
500460946	1000001	1
500461082	1000001	1
500461488	1000001	1
500461684	1000001	1
500461900	1000001	1
500462122	1000001	1
500462139	1000001	1
500462707	1000001	1
500464010	1000001	1
500464786	1000001	1
500465219	1000001	1
500465651	1000001	1
500465657	1000001	1
500466535	1000001	1
500466614	1000001	1
500466719	1000001	1
500466892	1000001	1
500467214	1000001	1
500468076	1000001	1
500468677	1000001	1
500468865	1000001	1
500469550	1000001	1
500469568	1000001	1
500469904	1000001	1
500469909	1000001	1
500470412	1000001	1
500470732	1000001	1
500470900	1000001	1
500471393	1000001	1
500471648	1000001	1
500472148	1000001	1
500473141	1000001	1
500473313	1000001	1
500473377	1000001	1
500473940	1000001	1
500475351	1000001	1
500475355	1000001	1
500476153	1000001	1
500476896	1000001	1
500477378	1000001	1
500477490	1000001	1
500477874	1000001	1
500478122	1000001	1
500478501	1000001	1
500478848	1000001	1
500479416	1000001	1
500480096	1000001	1
500480383	1000001	1
500481003	1000001	1
500481005	1000001	1
500481013	1000001	1
500481517	1000001	1
500481544	1000001	1
500481892	1000001	1
500482396	1000001	1
500482963	1000001	1
500483882	1000001	1
500484104	1000001	1
500484658	1000001	1
500485043	1000001	1
500486514	1000001	1
500486522	1000001	1
500486588	1000001	1
500486902	1000001	1
500487190	1000001	1
500487923	1000001	1
500488197	1000001	1
500488544	1000001	1
500489194	1000001	1
500489892	1000001	1
500489926	1000001	1
500489964	1000001	1
500490355	1000001	1
500491141	1000001	1
500491167	1000001	1
500491321	1000001	1
500492569	1000001	1
500492662	1000001	1
500493070	1000001	1
500493413	1000001	1
500493910	1000001	1
500494097	1000001	1
500494359	1000001	1
500494947	1000001	1
500495172	1000001	1
500496200	1000001	1
500496203	1000001	1
500496875	1000001	1
500496976	1000001	1
500496993	1000001	1
500497091	1000001	1
500497159	1000001	1
500497252	1000001	1
500497268	1000001	1
500497399	1000001	1
500497726	1000001	1
500497832	1000001	1
500498230	1000001	1
500498480	1000001	1
500498509	1000001	1
500498640	1000001	1
500498829	1000001	1
500498974	1000001	1
500499185	1000001	1
500499203	1000001	1
500499231	1000001	1
500499260	1000001	1
500499496	1000001	1
500499983	1000001	1
500500430	1000001	1
500500461	1000001	1
500500643	1000001	1
500500991	1000001	1
500501066	1000001	1
500501165	1000001	1
500501291	1000001	1
500501512	1000001	1
500501858	1000001	1
500502073	1000001	1
500502250	1000001	1
500502413	1000001	1
500502663	1000001	1
500502955	1000001	1
500503112	1000001	1
500503840	1000001	1
500505232	1000001	1
500505665	1000001	1
500506173	1000001	1
500506245	1000001	1
500506315	1000001	1
500506316	1000001	1
500506458	1000001	1
500506553	1000001	1
500506692	1000001	1
500506840	1000001	1
500506899	1000001	1
500506962	1000001	1
500507051	1000001	1
500507062	1000001	1
500507113	1000001	1
500507219	1000001	1
500507229	1000001	1
500507233	1000001	1
500507236	1000001	1
500507238	1000001	1
500507239	1000001	1
500507241	1000001	1
500507242	1000001	1
500507243	1000001	1
